地域,可用区,机型,CPU(核),内存(G),按量T1(元/小时),按量T2(元/小时),按量T3(元/小时),标准月价(元),包月(元),包年(元),3年(元),5年(元)
北京,北京五区,标准型S5,1,4,0.25,0.25,0.25,138,120.06,1142.64,2036.88,2235.6
北京,北京五区,标准型S5,2,4,0.31,0.31,0.31,170,147.9,1407.6,2509.2,2754
北京,北京五区,标准型S5,2,8,0.5,0.5,0.5,276,240.12,2285.28,4073.76,4471.2
北京,北京五区,标准型S5,4,8,0.66,0.66,0.66,368,320.16,3047.04,5431.68,5961.6
北京,北京三区,标准型S5,4,16,1,1,1,552,480.24,4570.56,8147.52,8942.4
北京,北京五区,标准型S5,8,16,1.33,1.33,1.33,736,640.32,6094.08,10863.36,11923.2
北京,北京五区,标准型S5,8,32,1.99,1.99,1.99,1104,960.48,9141.12,16295.04,17884.8
北京,北京五区,标准型S5,16,32,2.66,2.66,2.66,1472,1280.64,12188.16,21726.72,23846.4
北京,北京五区,标准型S5,16,64,3.99,3.99,3.99,2208,1920.96,18282.24,32590.08,35769.6
北京,北京五区,标准型S5,24,48,3.99,3.99,3.99,2208,1920.96,18282.24,32590.08,35769.6
北京,北京五区,标准型S5,24,96,5.98,5.98,5.98,3312,2881.44,27423.36,48885.12,53654.4
北京,北京五区,标准型S5,32,64,5.32,5.32,5.32,2944,2561.28,24376.32,43453.44,47692.8
北京,北京五区,标准型S5,32,128,7.98,7.98,7.98,4416,3841.92,36564.48,65180.16,71539.2
北京,北京五区,标准型S5,48,96,7.97,7.97,7.97,4416,3841.92,36564.48,65180.16,71539.2
北京,北京五区,标准型S5,48,192,11.96,11.96,11.96,6624,5762.88,54846.72,97770.24,107308.8
北京,北京五区,标准型S5,64,256,15.95,15.95,15.95,8832,7683.84,73128.96,130360.32,143078.4
北京,北京五区,标准型S5,76,256,16.95,16.95,16.95,9384,8164.08,77699.52,138507.84,152020.8
北京,北京四区,标准型S5,80,160,13.29,13.29,13.29,7360,6403.2,60940.8,108633.6,119232
北京,北京四区,标准型S5,84,320,20.27,20.27,20.27,11224,9764.88,92934.72,165666.24,181828.8
北京,北京六区,标准存储增强型S5se,4,16,1.07,1.07,1.07,552,552,5497.92,9936,16560
北京,北京六区,标准存储增强型S5se,8,16,1.43,1.43,1.43,736,736,7330.56,13248,22080
北京,北京六区,标准存储增强型S5se,8,32,2.15,2.15,2.15,1104,1104,10995.84,19872,33120
北京,北京六区,标准存储增强型S5se,16,32,2.86,2.86,2.86,1472,1472,14661.12,26496,44160
北京,北京六区,标准存储增强型S5se,16,64,4.29,4.29,4.29,2208,2208,21991.68,39744,66240
北京,北京六区,标准存储增强型S5se,32,64,5.72,5.72,5.72,2944,2944,29322.24,52992,88320
北京,北京六区,标准存储增强型S5se,32,128,8.59,8.59,8.59,4416,4416,43983.36,79488,132480
北京,北京六区,标准存储增强型S5se,68,316,20.21,20.21,20.21,10396,10396,103544.16,187128,311880
北京,北京六区,标准型SA3,1,1,0.03,0.03,0.03,18,18,179.28,324,540
北京,北京六区,标准型SA3,1,2,0.05,0.05,0.05,28,28,278.88,504,840
北京,北京六区,标准型SA3,1,4,0.18,0.18,0.18,90.6,90.6,902.38,1630.8,2718
北京,北京六区,标准型SA3,2,4,0.21,0.21,0.21,110,110,1095.6,1980,3300
北京,北京六区,标准型SA3,2,8,0.35,0.35,0.35,181.2,181.2,1804.75,3261.6,5436
北京,北京六区,标准型SA3,4,8,0.47,0.47,0.47,241.6,241.6,2406.34,4348.8,7248
北京,北京六区,标准型SA3,4,16,0.7,0.7,0.7,362.4,362.4,3609.5,6523.2,10872
北京,北京六区,标准型SA3,8,16,0.94,0.94,0.94,483.2,483.2,4812.67,8697.6,14496
北京,北京六区,标准型SA3,8,32,1.41,1.41,1.41,724.8,724.8,7219.01,13046.4,21744
北京,北京六区,标准型SA3,16,32,1.88,1.88,1.88,966.4,966.4,9625.34,17395.2,28992
北京,北京六区,标准型SA3,16,64,2.82,2.82,2.82,1449.6,1449.6,14438.02,26092.8,43488
北京,北京六区,标准型SA3,32,64,3.76,3.76,3.76,1932.8,1932.8,19250.69,34790.4,57984
北京,北京六区,标准型SA3,32,128,5.64,5.64,5.64,2899.2,2899.2,28876.03,52185.6,86976
北京,北京六区,标准型SA3,48,96,5.64,5.64,5.64,2899.2,2899.2,28876.03,52185.6,86976
北京,北京六区,标准型SA3,48,192,8.46,8.46,8.46,4348.8,4348.8,43314.05,78278.4,130464
北京,北京六区,标准型SA3,64,128,7.52,7.52,7.52,3865.6,3865.6,38501.38,69580.8,115968
北京,北京六区,标准型SA3,64,256,11.28,11.28,11.28,5798.4,5798.4,57752.06,104371.2,173952
北京,北京六区,标准型SA3,80,160,9.4,9.4,9.4,4832,4832,48126.72,86976,144960
北京,北京六区,标准型SA3,80,320,14.1,14.1,14.1,7248,7248,72190.08,130464,217440
北京,北京六区,标准型SA3,96,192,11.28,11.28,11.28,5798.4,5798.4,57752.06,104371.2,173952
北京,北京六区,标准型SA3,96,384,16.92,16.92,16.92,8697.6,8697.6,86628.1,156556.8,260928
北京,北京六区,标准型SA3,116,216,13.16,13.16,13.16,6764.8,6764.8,67377.41,121766.4,202944
北京,北京六区,标准型SA3,116,470,20.62,20.62,20.62,10600.2,10600.2,105577.99,190803.6,318006
北京,北京六区,标准型SA3,128,215,13.83,13.83,13.83,7112.1,7112.1,70836.52,128017.8,213363
北京,北京六区,标准型SA3,128,256,15.04,15.04,15.04,7731.2,7731.2,77002.75,139161.6,231936
北京,北京六区,标准型SA3,160,320,18.79,18.79,18.79,9664,9664,96253.44,173952,289920
北京,北京六区,标准型SA3,160,640,28.2,28.2,28.2,14496,14496,144380.16,260928,434880
北京,北京六区,标准型SA3,232,432,26.31,26.31,26.31,13529.6,13529.6,134754.82,243532.8,405888
北京,北京七区,标准型SA3,232,696,39.71,39.71,39.71,20416,20416,203343.36,367488,612480
北京,北京六区,标准型SA3,232,940,41.24,41.24,41.24,21200.4,21200.4,211155.98,381607.2,636012
北京,北京四区,标准型S4,1,1,0.21,0.1,0.07,60,60,597.6,1080,1800
北京,北京四区,标准型S4,1,2,0.31,0.15,0.1,88,88,876.48,1584,2640
北京,北京四区,标准型S4,1,4,0.48,0.24,0.16,138,138,1374.48,2484,4140
北京,北京四区,标准型S4,2,4,0.64,0.32,0.22,184,184,1832.64,3312,5520
北京,北京四区,标准型S4,2,8,0.96,0.48,0.33,276,276,2748.96,4968,8280
北京,北京四区,标准型S4,4,8,1.28,0.64,0.44,368,368,3665.28,6624,11040
北京,北京四区,标准型S4,4,16,1.92,0.96,0.65,552,552,5497.92,9936,16560
北京,北京四区,标准型S4,8,16,2.56,1.28,0.87,736,736,7330.56,13248,22080
北京,北京四区,标准型S4,8,32,3.84,1.92,1.31,1104,1104,10995.84,19872,33120
北京,北京三区,标准型S4,12,48,5.76,2.88,1.96,1656,1656,16493.76,29808,49680
北京,北京四区,标准型S4,16,32,5.12,2.56,1.74,1472,1472,14661.12,26496,44160
北京,北京四区,标准型S4,16,64,7.68,3.84,2.61,2208,2208,21991.68,39744,66240
北京,北京四区,标准型S4,24,48,7.68,3.84,2.61,2208,2208,21991.68,39744,66240
北京,北京四区,标准型S4,24,96,11.52,5.76,3.92,3312,3312,32987.52,59616,99360
北京,北京五区,标准型S4,28,128,14.72,7.36,5.01,4232,4232,42150.72,76176,126960
北京,北京四区,标准型S4,32,64,10.24,5.12,3.48,2944,2944,29322.24,52992,88320
北京,北京四区,标准型S4,32,128,15.36,7.68,5.22,4416,4416,43983.36,79488,132480
北京,北京四区,标准型S4,48,96,15.36,7.68,5.22,4416,4416,43983.36,79488,132480
北京,北京四区,标准型S4,48,192,23.04,11.52,7.84,6624,6624,65975.04,119232,198720
北京,北京四区,标准型S4,64,256,30.72,15.36,10.45,8832,8832,87966.72,158976,264960
北京,北京四区,标准型S4,72,288,34.56,17.28,11.75,9936,9936,98962.56,178848,298080
北京,北京七区,标准网络优化型SN3ne,32,64,10.24,5.12,3.48,2944,2944,29322.24,52992,88320
北京,北京一区,标准型S3,1,1,0.2,0.1,0.07,57,57,567.72,1026,1710
北京,北京一区,标准型S3,1,4,0.47,0.24,0.16,136.5,136.5,1359.54,2457,4095
北京,北京二区,标准型S3,2,4,-,-,-,180,180,1792.8,3240,5400
北京,北京一区,标准型S3,2,8,0.95,0.47,0.32,273,273,2719.08,4914,8190
北京,北京一区,标准型S3,4,8,1.26,0.63,0.43,364,364,3625.44,6552,10920
北京,北京一区,标准型S3,4,16,1.9,0.95,0.64,546,546,5438.16,9828,16380
北京,北京一区,标准型S3,8,16,2.53,1.26,0.86,728,728,7250.88,13104,21840
北京,北京一区,标准型S3,8,32,3.79,1.9,1.29,1092,1092,10876.32,19656,32760
北京,北京一区,标准型S3,12,24,3.79,1.9,1.29,1092,1092,10876.32,19656,32760
北京,北京一区,标准型S3,12,48,5.69,2.84,1.93,1638,1638,16314.48,29484,49140
北京,北京一区,标准型S3,16,32,5.06,2.53,1.72,1456,1456,14501.76,26208,43680
北京,北京一区,标准型S3,16,64,7.58,3.79,2.58,2184,2184,21752.64,39312,65520
北京,北京一区,标准型S3,24,48,7.58,3.79,2.58,2184,2184,21752.64,39312,65520
北京,北京一区,标准型S3,24,96,11.37,5.69,3.87,3276,3276,32628.96,58968,98280
北京,北京一区,标准型S3,32,64,10.11,5.05,3.44,2912,2912,29003.52,52416,87360
北京,北京一区,标准型S3,32,128,15.17,7.58,5.16,4368,4368,43505.28,78624,131040
北京,北京一区,标准型S3,48,96,15.17,7.58,5.16,4368,4368,43505.28,78624,131040
北京,北京一区,标准型S3,48,192,22.75,11.37,7.73,6552,6552,65257.92,117936,196560
北京,北京三区,标准型S3,64,256,30.33,15.16,10.31,8736,8736,87010.56,157248,262080
北京,北京三区,标准型S3,80,320,37.92,18.96,12.89,10920,10920,108763.2,196560,327600
北京,北京一区,标准型SA1,1,1,0.09,0.05,0.03,32,32,318.72,576,960
北京,北京一区,标准型SA1,1,2,0.12,0.06,0.04,64,64,637.44,1152,1920
北京,北京一区,标准型SA1,1,4,0.19,0.09,0.06,96,96,956.16,1728,2880
北京,北京一区,标准型SA1,2,4,0.25,0.12,0.08,128,128,1274.88,2304,3840
北京,北京一区,标准型SA1,2,8,0.37,0.19,0.13,192,192,1912.32,3456,5760
北京,北京一区,标准型SA1,4,8,0.5,0.25,0.17,256,256,2549.76,4608,7680
北京,北京一区,标准型SA1,4,16,0.74,0.37,0.25,384,384,3824.64,6912,11520
北京,北京一区,标准型SA1,8,16,0.99,0.5,0.34,512,512,5099.52,9216,15360
北京,北京一区,标准型SA1,8,32,1.49,0.75,0.51,768,768,7649.28,13824,23040
北京,北京一区,标准型SA1,16,32,1.98,1,0.68,1024,1024,10199.04,18432,30720
北京,北京一区,标准型SA1,16,64,2.98,1.49,1.02,1536,1536,15298.56,27648,46080
北京,北京一区,标准型SA1,32,64,3.97,1.99,1.35,2048,2048,20398.08,36864,61440
北京,北京五区,标准型SA1,32,128,5.95,2.99,2.03,3072,3072,30597.12,55296,92160
北京,北京一区,标准型SA1,64,128,7.93,3.98,2.71,4096,4096,40796.16,73728,122880
北京,北京五区,标准型SA1,64,256,11.9,5.97,4.06,6144,6144,61194.24,110592,184320
北京,北京一区,标准型SA1,128,448,21.82,10.95,7.45,11264,11264,112189.44,202752,337920
北京,北京一区,标准型S2,1,1,0.15,0.07,0.05,42,42,418.32,756,1260
北京,北京一区,标准型S2,1,2,0.27,0.14,0.09,79,79,786.84,1422,2370
北京,北京一区,标准型S2,1,4,0.47,0.23,0.16,135,135,1344.6,2430,4050
北京,北京三区,标准型S2,2,2,0.47,0.23,0.16,135,135,1344.6,2430,4050
北京,北京一区,标准型S2,2,4,0.62,0.31,0.21,179,179,1782.84,3222,5370
北京,北京一区,标准型S2,2,8,0.94,0.47,0.32,270,270,2689.2,4860,8100
北京,北京一区,标准型S2,4,8,1.25,0.62,0.42,360,360,3585.6,6480,10800
北京,北京一区,标准型S2,4,16,1.87,0.94,0.64,540,540,5378.4,9720,16200
北京,北京一区,标准型S2,8,16,2.5,1.25,0.85,720,720,7171.2,12960,21600
北京,北京一区,标准型S2,8,32,3.74,1.87,1.27,1080,1080,10756.8,19440,32400
北京,北京一区,标准型S2,12,24,3.74,1.87,1.27,1080,1080,10756.8,19440,32400
北京,北京一区,标准型S2,12,48,5.62,2.81,1.91,1620,1620,16135.2,29160,48600
北京,北京一区,标准型S2,16,32,4.99,2.5,1.7,1440,1440,14342.4,25920,43200
北京,北京一区,标准型S2,16,64,7.49,3.74,2.55,2160,2160,21513.6,38880,64800
北京,北京一区,标准型S2,24,48,7.49,3.74,2.55,2160,2160,21513.6,38880,64800
北京,北京一区,标准型S2,24,96,11.23,5.62,3.82,3240,3240,32270.4,58320,97200
北京,北京一区,标准型S2,32,64,9.98,4.99,3.39,2880,2880,28684.8,51840,86400
北京,北京一区,标准型S2,32,128,14.98,7.49,5.09,4320,4320,43027.2,77760,129600
北京,北京一区,标准型S2,56,224,26.21,13.1,8.91,7560,7560,75297.6,136080,226800
北京,北京一区,标准型S1,1,1,0.1,0.05,0.04,30,30,298.8,540,900
北京,北京一区,标准型S1,1,2,0.24,0.12,0.08,70,70,697.2,1260,2100
北京,北京一区,标准型S1,1,4,0.46,0.23,0.16,132,132,1314.72,2376,3960
北京,北京一区,标准型S1,2,2,0.46,0.23,0.16,132,132,1314.72,2376,3960
北京,北京一区,标准型S1,2,4,0.59,0.29,0.2,170,170,1693.2,3060,5100
北京,北京一区,标准型S1,2,8,0.91,0.46,0.31,264,264,2629.44,4752,7920
北京,北京一区,标准型S1,4,4,0.92,0.46,0.31,264,264,2629.44,4752,7920
北京,北京一区,标准型S1,4,8,1.22,0.61,0.41,352,352,3505.92,6336,10560
北京,北京一区,标准型S1,4,16,1.83,0.91,0.62,528,528,5258.88,9504,15840
北京,北京一区,标准型S1,8,16,2.44,1.22,0.83,704,704,7011.84,12672,21120
北京,北京一区,标准型S1,8,32,3.66,1.83,1.24,1056,1056,10517.76,19008,31680
北京,北京一区,标准型S1,12,24,3.66,1.83,1.24,1056,1056,10517.76,19008,31680
北京,北京一区,标准型S1,12,48,5.48,2.74,1.86,1584,1584,15776.64,28512,47520
北京,北京一区,标准型S1,16,16,3.66,1.83,1.25,1056,1056,10517.76,19008,31680
北京,北京一区,标准型S1,16,32,4.88,2.44,1.66,1408,1408,14023.68,25344,42240
北京,北京一区,标准型S1,24,48,7.32,3.66,2.49,2112,2112,21035.52,38016,63360
北京,北京一区,标准型S1,32,64,9.76,4.88,3.32,2816,2816,28047.36,50688,84480
北京,北京一区,标准型S1,48,96,14.64,7.32,4.98,4224,4224,42071.04,76032,126720
北京,北京三区,高IO型IT5,16,64,5.08,5.08,5.08,2608,2608,25975.68,46944,78240
北京,北京三区,高IO型IT5,32,128,10.16,10.16,10.16,5216,5216,51951.36,93888,156480
北京,北京三区,高IO型IT5,64,256,20.33,20.33,20.33,10432,10432,103902.72,187776,312960
北京,北京七区,高IO型IT3,8,32,5.73,3.73,3.09,1652,1652,16453.92,29736,49560
北京,北京三区,高IO型IT3,16,64,9.72,5.73,4.45,2804,2804,27927.84,50472,84120
北京,北京三区,高IO型IT3,32,128,19.44,11.46,8.9,5608,5608,55855.68,100944,168240
北京,北京三区,高IO型IT3,64,256,38.88,22.91,17.8,11216,11216,111711.36,201888,336480
北京,北京四区,高IO型I3,8,32,4.88,2.96,2.34,1404,1404,13983.84,25272,42120
北京,北京四区,高IO型I3,16,64,9.76,5.92,4.69,2808,2808,27967.68,50544,84240
北京,北京四区,高IO型I3,24,96,15.69,9.92,8.08,4512,4512,44939.52,81216,135360
北京,北京四区,高IO型I3,32,128,21.61,13.92,11.46,6216,6216,61911.36,111888,186480
北京,北京四区,高IO型I3,64,256,39.05,23.67,18.76,11232,11232,111870.72,202176,336960
北京,北京五区,高IO型I3,76,320,50.26,31.35,25.32,14456,14456,143981.76,260208,433680
北京,北京六区,内存型M6,1,8,0.32,0.32,0.32,166.32,166.32,1656.55,2993.76,4989.6
北京,北京六区,内存型M6,2,12,0.53,0.53,0.53,272.16,272.16,2710.71,4898.88,8164.8
北京,北京六区,内存型M6,4,32,1.29,1.29,1.29,665.28,665.28,6626.19,11975.04,19958.4
北京,北京六区,内存型M6,8,64,2.59,2.59,2.59,1330.56,1330.56,13252.38,23950.08,39916.8
北京,北京六区,内存型M6,16,128,5.18,5.18,5.18,2661.12,2661.12,26504.76,47900.16,79833.6
北京,北京六区,内存型M6,32,256,10.35,10.35,10.35,5322.24,5322.24,53009.51,95800.32,159667.2
北京,北京六区,内存型M6,62,470,19.29,19.29,19.29,9918.72,9918.72,98790.45,178536.96,297561.6
北京,北京六区,内存型M6,64,512,20.7,20.7,20.7,10644.48,10644.48,106019.02,191600.64,319334.4
北京,北京六区,内存型M6,124,940,38.58,38.58,38.58,19837.44,19837.44,197580.9,357073.92,595123.2
北京,北京三区,内存型MA2,1,8,0.24,0.24,0.24,123.2,123.2,1227.07,2217.6,3696
北京,北京三区,内存型MA2,4,32,0.96,0.96,0.96,492.8,492.8,4908.29,8870.4,14784
北京,北京三区,内存型MA2,8,64,1.92,1.92,1.92,985.6,985.6,9816.58,17740.8,29568
北京,北京三区,内存型MA2,16,128,3.83,3.83,3.83,1971.2,1971.2,19633.15,35481.6,59136
北京,北京三区,内存型MA2,32,256,7.67,7.67,7.67,3942.4,3942.4,39266.3,70963.2,118272
北京,北京三区,内存型MA2,48,384,11.5,11.5,11.5,5913.6,5913.6,58899.46,106444.8,177408
北京,北京五区,内存型M5,1,8,0.62,0.31,0.21,176,176,1752.96,3168,5280
北京,北京五区,内存型M5,2,16,1.23,0.62,0.42,352,352,3505.92,6336,10560
北京,北京五区,内存型M5,4,32,2.46,1.23,0.84,704,704,7011.84,12672,21120
北京,北京五区,内存型M5,8,64,4.92,2.46,1.67,1408,1408,14023.68,25344,42240
北京,北京五区,内存型M5,12,96,7.38,3.69,2.51,2112,2112,21035.52,38016,63360
北京,北京五区,内存型M5,16,128,9.84,4.92,3.35,2816,2816,28047.36,50688,84480
北京,北京四区,内存型M5,24,192,14.76,7.38,5.02,4224,4224,42071.04,76032,126720
北京,北京五区,内存型M5,32,256,19.68,9.84,6.69,5632,5632,56094.72,101376,168960
北京,北京四区,内存型M5,64,512,39.37,19.68,13.38,11264,11264,112189.44,202752,337920
北京,北京三区,内存型M5,84,700,53.24,26.62,18.1,15232,15232,151710.72,274176,456960
北京,北京三区,内存型M4,1,8,0.62,0.31,0.21,176,176,1752.96,3168,5280
北京,北京三区,内存型M4,2,16,1.23,0.62,0.42,352,352,3505.92,6336,10560
北京,北京三区,内存型M4,4,32,2.46,1.23,0.84,704,704,7011.84,12672,21120
北京,北京三区,内存型M4,8,64,4.92,2.46,1.67,1408,1408,14023.68,25344,42240
北京,北京三区,内存型M4,12,96,7.38,3.69,2.51,2112,2112,21035.52,38016,63360
北京,北京三区,内存型M4,12,144,10.07,5.03,3.42,2880,2880,28684.8,51840,86400
北京,北京三区,内存型M4,16,128,9.84,4.92,3.35,2816,2816,28047.36,50688,84480
北京,北京三区,内存型M4,16,192,13.43,6.71,4.56,3840,3840,38246.4,69120,115200
北京,北京三区,内存型M4,32,256,19.68,9.84,6.69,5632,5632,56094.72,101376,168960
北京,北京三区,内存型M4,32,384,26.85,13.43,9.13,7680,7680,76492.8,138240,230400
北京,北京四区,内存型M4,64,512,39.37,19.68,13.38,11264,11264,112189.44,202752,337920
北京,北京三区,内存型M4,72,648,48.32,24.16,16.43,13824,13824,137687.04,248832,414720
北京,北京二区,内存型M2,1,8,0.62,0.31,0.21,176,176,1752.96,3168,5280
北京,北京二区,内存型M2,2,16,1.23,0.62,0.42,352,352,3505.92,6336,10560
北京,北京二区,内存型M2,4,32,2.46,1.23,0.84,704,704,7011.84,12672,21120
北京,北京二区,内存型M2,8,64,4.92,2.46,1.67,1408,1408,14023.68,25344,42240
北京,北京二区,内存型M2,12,96,7.38,3.69,2.51,2112,2112,21035.52,38016,63360
北京,北京二区,内存型M2,16,128,9.84,4.92,3.35,2816,2816,28047.36,50688,84480
北京,北京二区,内存型M2,24,192,14.76,7.38,5.02,4224,4224,42071.04,76032,126720
北京,北京二区,内存型M2,32,256,19.68,9.84,6.69,5632,5632,56094.72,101376,168960
北京,北京二区,内存型M2,48,384,29.53,14.76,10.04,8448,8448,84142.08,152064,253440
北京,北京二区,内存型M2,56,448,34.45,17.22,11.71,9856,9856,98165.76,177408,295680
北京,北京一区,内存型M1,1,8,0.57,0.29,0.19,165,165,1643.4,2970,4950
北京,北京一区,内存型M1,2,16,1.14,0.57,0.39,330,330,3286.8,5940,9900
北京,北京一区,内存型M1,4,32,2.29,1.14,0.78,660,660,6573.6,11880,19800
北京,北京一区,内存型M1,8,64,4.57,2.29,1.56,1320,1320,13147.2,23760,39600
北京,北京一区,内存型M1,12,96,6.86,3.43,2.33,1980,1980,19720.8,35640,59400
北京,北京一区,内存型M1,16,128,9.15,4.58,3.11,2640,2640,26294.4,47520,79200
北京,北京一区,内存型M1,24,192,13.72,6.86,4.67,3960,3960,39441.6,71280,118800
北京,北京一区,内存型M1,32,256,18.3,9.15,6.22,5280,5280,52588.8,95040,158400
北京,北京六区,计算型C6,4,8,0.73,0.73,0.73,376,376,3744.96,6768,11280
北京,北京六区,计算型C6,4,16,1.1,1.1,1.1,564,564,5617.44,10152,16920
北京,北京六区,计算型C6,8,16,1.46,1.46,1.46,752,752,7489.92,13536,22560
北京,北京六区,计算型C6,8,32,2.19,2.19,2.19,1128,1128,11234.88,20304,33840
北京,北京六区,计算型C6,16,32,2.92,2.92,2.92,1504,1504,14979.84,27072,45120
北京,北京六区,计算型C6,16,64,4.39,4.39,4.39,2256,2256,22469.76,40608,67680
北京,北京六区,计算型C6,32,128,8.77,8.77,8.77,4512,4512,44939.52,81216,135360
北京,北京六区,计算型C6,46,216,14.07,14.07,14.07,7238,7238,72090.48,130284,217140
北京,北京六区,计算型C6,64,256,17.54,17.54,17.54,9024,9024,89879.04,162432,270720
北京,北京六区,计算型C6,80,320,21.93,21.93,21.93,11280,11280,112348.8,203040,338400
北京,北京六区,计算型C6,92,432,28.14,28.14,28.14,14476,14476,144180.96,260568,434280
